screen_name,text
dillahfara,"Sebelum nonton siapkan protokol kesehatan yah Tweeps, yang pacaran jangan dekat2an dulu duduk nya hahaha #BLACKPINKinYourNetflix
#PSBBSELESAI 
#KALOBIOSKOPBUKA
#SELAMATMALAMGALAU"
dillahfara,"Semoga nanti pas bener2 bioskop buka penontonnya mematuhi protokol kesehatan, supaya bisa melepaskan kerinduan untuk menonton di bioskop 
#BLACKPINKinYourNetflix
#PSBBSELESAI 
#KALOBIOSKOPBUKA
#SELAMATMALAMGALAU"
ayuyayankkyu,"Nah kalau dah nonton nanti di bioskop tetap patuhi protokol kesehatan gaes

#Kalobioskopbuka #PSBBSelesai"
ayuyayankkyu,Nah kalau sudah nonton di masa PSBB transisi jangan lupa patuhi protokol kesehatan  gaes
santi_imoet007,"Duh.. Kangen nih aku tapi suasana pasti berbeda ya dgn menerapkan protokol kesehatan

#KALOBIOSKOPBUKA https://t.co/LY4ESpltww"
santi_imoet007,#KALOBIOSKOPBUKA tentunya pasti akan dampak berbeda nih suasana nonton dan pasti nya mengikuti protokol kesehatan
santi_imoet007,"Nah, ini salah satu contoh kalo pergi ke mana aja dgn menerapkan protokol kesehatan #KALOBIOSKOPBUKA https://t.co/DC7kPaj9zZ"
emmaasmawati2,"Tenang aja #KALOBIOSKOPBUKA kita tetap harus ikut protokol kesehatan, itu pasti"
gidionss,@urfuturengineer Jangan lupa protokol kesehatan ya
achi_hartoyo,Yang pasti #KALOBIOSKOPBUKA harus banget menerapkan protokol kesehatan. Jangan sampai lengah!
jentinestax,"Buat smua yang ada dimana pun , FYI bioskop akan buka kembali jd puas puasin deh nonton eh tapi tetap patuhi protokol kesehatan ya gaes 
 #Kalobioskopbuka #PSBBSelesai"
Silentbeardy,"Pastinya dengan protokol kesehatan yg ketat bioskop siap dibuka sayang   ... yuhuuu kangen nonton abis 

#KALOBIOSKOPBUKA https://t.co/Mbe3QSbA72"
Silentbeardy,@am_mocham Tenang protokol kesehatan di jaga baik kok am #KALOBIOSKOPBUKA
Silentbeardy,Pastinya kebersihan dan protokol kesehatan sangat dijaga banget nih saat bioskop mulai buka #KALOBIOSKOPBUKA https://t.co/13IW012vbg
innovamei,"Kisah ini terjadi di awal tahun 2019, jauh sebelum pandemic, sehingga tentu saja adegan yang terjadi mengabaikan protokol kesehatan. Plis jangan tanya orang aslinya siapa, yang pasti ada, dan saya harap orangnya nggak baca cerita ini hehehe...."
HadirrApp,"1. Kerja di Kantor (Work From Office) 100%

Ketika kantormu nerapin jadwal kerja WFO 100%, HRD perlu memastikan kesehatan karyawan tetap terjaga dan seluruh karyawan yang bekerja mematuhi protokol pencegahan COVID-19."
angelicaooo,@mbahndi Sdh salah kaprah dari awal skrg pusing sendiri.Liat Jerman yg dianggap beres ternyata berantakan apa yg dianggap benar ternyata Gabener juga. Setuju bebas aja semua ckp ikuti protokol Kesehatan dg #pakaimasker #JagaJarak #cucitanganpakaisabun Kesehatan diri tanggung jawab sendiri
DrSLSimonSpKK,"@okandrsyh @tonangardyanto @dayatia @dantepamungkas @Rsi_Suwardana @syarlothsita Tidak usah bingung dg tas tis tes, klo negatif/positif mau apa? Baca pinned tweet @drslsimonspkk dan Disiplin aja dg protokol Kesehatan dg #pakaimasker #JagaJarak #cucitanganpakaisabun Ga usah yg ribet2"
RumtheMerlyn,"#RilisSehat 

Tim Task Force Kemenkes Sosialisasi Protokol Kesehatan 3M dan Isi Piringku di SD YPPK St. Agustinus Bambu Pemali @KemenkesRI 

https://t.co/bhSM0prLEU https://t.co/fQBHr88WmF"
TangguhChairil,"On October 13, the #COVID19TaskForce said that they had tested the participants of the Omnibus Law protests and found many tested reactive for #COVID19, including:
<U+25CF> 34 of 1,192 protesters in Jakarta;
<U+25CF> 30 of 261 protesters in South Sulawesi;

https://t.co/KONYyi5AOl"
TangguhChairil,"<U+25CF> 24 of 650 protesters in East Java;
<U+25CF> 21 of 253 protesters in North Sumatra;
<U+25CF> 3 of 39 protesters in West Java;
<U+25CF> 1 of 95 protesters in Yogyakarta.
The #COVID19TaskForce appealed that protesters implement health protocols.

https://t.co/KONYyi5AOl"
TangguhChairil,"On October 12, Head of the #COVID19TaskForce Lt. Gen. Doni Monardo said that many participants of the Omnibus Law protests disregarded health protocols, making concerns of #COVID19 transmission.

https://t.co/rwnEJCOQZZ"
TangguhChairil,"On October 12, Deputy Chief Executive of the Committee for COVID-19 Response and National Economic Recovery Police Comr. Gen. Eddy Pramono said that #Polri found 5.7 million #COVID19 health protocol violators during Operation Yustisi throughout Indonesia.

https://t.co/6QWtpDAGC4"
RobiSandra10,"Kegiatan berjalan lancar dengan memperhatikan protokol kesehatan dan secara daring untuk peserta lainnya. Adapun sebanyak 750 wisudawan dilantik pada wisuda hari ini.

Selamat untuk para wisudawan, semoga gelar dan ilmu yang didapatkan bermanfaat bagi nusa dan bangsa<U+0001F60A> https://t.co/uykFWobkHB"
sinurayapetrick,"@Edo_baidhowi @PSSI Kan semua aman ""selama mematuhi protokol kesehatan"" <U+0001F602>"
Ariestanabirah,"Kadang yang jualan di depan SD lebih enak-enak makanannya, tetapi... Kebersihannya tanda tanya. 

Apa ada pengecekkan: 
Apakah aman bagi pembeli makanan itu? 
Apakah selama covid mereka sesuai protokol kesehatan?
Apakah mereka diedukasi untuk jadi partner gofood/grabfood?"
slankdotcom,"Rhapsody Indonesia adalah rangkaian konser musik live outdoor Slank tanpa penonton dengan menerapkan protokol kesehatan yang sangat ketat, persembahan istimewa dari Slank dan Kementerian Pariwisata &amp; Ekonomi Kreatif Indonesia dalam rangka memperingati HUT RI ke-75."
slankdotcom,"Rhapsody Indonesia, rangkaian konser musik live outdoor Slank tanpa penonton dan penerapan protokol kesehatan yang sangat ketat, persembahan istimewa dari Slank dan Kementerian Pariwisata &amp; Ekonomi Kreatif Indonesia didukung oleh Bank BRI dalam rangka memperingati HUT RI ke-75."
bpmspbekasi,"Selamat pagi #SobatTernak
#SemangatSenin yaa, semoga tetap sehat &amp; jgn lupa untuk selalu menerapkan protokol kesehatan dimanapun sobat berada

kali ini ada informasi lanjutan mengenai #EnsiklopediKesmavet seri selanjutnya, yakni definisi Pengawasan (Monitoring)

#DitjenPKH https://t.co/vf1YhckZHh"
putrihertandri,"Hah? Ada mipan zuzuzu? Serius nih? <U+2800>

Cek 5 tempat keren tersembunyi di Jabodetabek yang bisa kamu kunjungi. Selamat bertamasya dan jangan lupa untuk mematuhi protokol kesehatan selama PSBB transisi juga yah https://t.co/xLV86GhCZw"
meramudaID,"Jamin Keamanan Pengunjung, Dewan Pariwisata Hong Kong Rilis Standarisasi Protokol Kesehatan 
https://t.co/qTcEyyBvy7 https://t.co/CgP0SWPDlO"
bapasjaktimut,Proses seleksi tetap dilakukan dengan protokol kesehatan yang diberlakukan oleh pemerintah.
claraindira,*batasin. Emosi dah diharapkan protokol kesehatan tp yaaa realitanya gini.
salsabilaa321,Selalu patuhi protokol kesehatan https://t.co/NV7XUASDJr
salsabilaa321,Ingat Protokol kesehatan adalah tanggung jawab semua https://t.co/uigREXKEsi
efendi_arief,"Ketika undangan Tuhan itu ada di rentang pandemi Covid-19, maka kita mesti menjawabnya dengan “mematuhi protokol kesehatan”.  Tujuannya adalah menjaga &amp; merawat kehidupan agar terus berlangsung dgn baik.

Selamat Hari Minggu!

<U+0001F447>

Menyambut Undangan Tuhan https://t.co/bDAQrrzBzN https://t.co/r5CNRZHjin"
BPKN_RI,"Nah, dengan protokol kesehatan saat belanja, kita akan nyaman dan terhindar dari Covid-19. Kita aman, keluarga nyaman dan sehat.
#KonsumenCerdas #BPKN #SahabatKonsumen"
StefanusIwanata,"We're back!

Langsung aja kontak @fourmeeples utk booking tempatnya

Jgn lupa ikuti protokol kesehatan ya friends

See you!
https://t.co/oRzDrZBfQB. @ FourMeeples https://t.co/zJ3vA4lXzn"
tukangtwittter,@sipifs_ @urperfectwife_ @reoo______ Harus patuhi protokol kesehatan bund <U+0001F62D>
randisyptra,"#KembaliKeBali yuk, #TerbangAman with @IndonesiaGaruda @Kemenparekraf yg selalu menerapkan protokol kesehatan, Next excited banget Ke Kelingking Beach dan Turun Ke Pantai dibawahnya, <U+0001F60D> #BecauseYouMatter #TakeMeBack yuk @myraanas @ridokt @nadiaafdl @13_TedjaPrakoso @indasaaa https://t.co/CWQsr9W5ph"
sq_dome,"Good news! <U+0001F64C><U+0001F64C>

#CocaColaSQDome kini sudah kembali membuka dine-in service dengan kapasitas 50% ya, Friends. Kami juga tetap menerapkan protokol kesehatan demi keamanan dan kenyamanan kalian. https://t.co/gEh8CkRhs7"
sq_dome,"Kabar gembira buat para pecinta Kopi Janjijiwa #CocaColaSQDome nih! Sekarang Kopi Janjijiwa sudah menerima dine in service. Jadi buat yang penat, boleh banget mampir buat ngopi. Tapi ingat, tetap patuhi protokol kesehatan ya!<U+2063> <U+2615><U+2615><U+2063> https://t.co/7HR99jVLkk"
willycomet,"@loveLakeTOBA Waspada korona dengan mematuhi protokol kesehatan,sedia handsanitizier di saku,setelah beraktifitas dri luar rumah langsung bersih2 badan ,minum vitamin agar badan selalu fit"
pasfm,"Jam operasional panti pijat, spa dan billiard di Kota Bekasi kini dilonggarkan hingga jam 11 malam setelah sebelumnya hanya dibolehkan beroperasi hingga jam 9 malam. 
pelonggaran jam operasional tersebut harus diikuti dngan kepatuhan penerapan protokol kesehatan."
dwirama89009610,"Ssuai bunyi PKPU Nomor 6 Tahun 2020 pasal 11 Ayat 2, pihak yg melanggar protokol kesehatan Pilkada akn mndapat teguran dari KPU.
Jika dgn teguran planggaran prokes ttp terjadi, Pasal 11 Ayat 3 memberi kewenangan kpda KPU &amp; Bawaslu utk mnntukan sanksinya. 

#SukseskanPilkada2020 https://t.co/IwEVbm1G8J"
dwirama89009610,"Selain bawaslu, polisi jg berperan menindak seandainya terjadi kerumunan masa/pelanggaran protokol kesehatan dlm penyelenggaraan Pilkada 2020, adalah bertindak sesuai dengan aturan yg telah trtuang dlm UU Pilkada &amp; Peraturan Komisi Pemilihan Umum (PKPU).

#SukseskanPilkada2020 https://t.co/rdyVgkyTCX"
TVRIJakarta,"Tetap semangat buat kamu yang masih harus beraktivitas diluar rumah. Jangan lupa selalu patuhi protokol kesehatan, ya! <U+0001F637>

Dari kami yang selalu menginformasikan berbagai berita penting untuk pemirsa dalam Jakarta Hari Ini, setiap hari pkl 16.00 WIB.

#TVRI #MediaPemersatuBangsa https://t.co/ajy9efph79"
batarayama,"Ga nyangka akhirnya gue ketemu sama orang yg ignorant dan ga percaya sama COVID19.
Yelah, fisik boleh okay, tapi kalo lo ignorant sama protokol kesehatan, sama aja boong."
batarayama,Beberapa orang yang abai sama protokol kesehatan itu....emang enak dipeperin tokai.
UnivPertamina,"Halo Sobat Muda.

Meski kita sudah dapat beraktifitas seperti sedia kala dibeberapa kegiatan, jangan sampai Sobat Muda lupa menerapkan protokol kesehatan ya.

Ada 4 cara yang bisa Sobat Muda lakukan ketika berpergian nih.

Apa saja sih?
Simak dalam poster, Sobat. https://t.co/QpS63JMIZP"
AndiniPutri85,"#BawasluMulaiGalak
Pengawasan dan penindakan terkait pelanggaran protokol kesehatan demi menegakkan pemilihan kepala daerah serentak yang luber (langsung, umum, bebas, rahasia), jurdil (jujur dan adil), dan tetap sehat.
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/kcHepBAktg"
AndiniPutri85,"#BawasluMulaiGalak
Bawaslu Cianjur, Jawa Barat, menegaskan akan memberikan peringatan tertulis hingga laporan ke pihak kepolisian bagi pasangan calon yang tidak mematuhi protokol kesehatan saat melakukan kampanye tatap muka.
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/oEdUFVOsbU"
AndiniPutri85,"#BawasluMulaiTegas

@bawaslu_RI @KPU_ID @jokowi @kemendagri 
pihaknya telah menerima mandat dari Bawaslu RI, untuk melakukan tindakan jika ada peserta pilkada yg melanggar prokes saat kampanye. “Di sini penekanannya tentu terkait protokol kesehatan,”
https://t.co/h9EMWTjAS7"
AndiniPutri85,"#BawasluMulaiGalak
selama pandemi COVID-19, pasangan calon, selain harus mematuhi tatacara dan undang-undang kampanye, juga harus mematuhi undang-undang kesehatan terutama protokol kesehatan untuk memutus rantai penyebaran 
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/m5hnfDB1DP"
AndiniPutri85,"#BawasluMulaiGalak
Bawaslu: Tak patuh protokol kesehatan, paslon ditegur hingga dipidana

Kalau mereka tidak mengindahkan peringatan tersebut, petugas akan membuat laporan ke Bawaslu 
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/lozEz1dMwM"
AndiniPutri85,"#BawasluMulaiGalak
Bawaslu Cianjur, Jawa Barat, menegaskan akan memberikan peringatan tertulis hingga laporan ke pihak kepolisian bagi pasangan calon yang tidak mematuhi protokol kesehatan saat melakukan kampanye tatap muka.
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/heNgL4wfJb"
AndiniPutri85,"#BawasluMulaiGalak
Sampai saat ini 12 pasangan calon di tujuh kabupaten peserta pilkada masih melaksanakan kampanye sesuai dengan protokol kesehatan meski dengan metode door to door ke sejumlah kelompok.
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/awK2Yr9YN0"
AndiniPutri85,"#BawasluMulaiGalak
selama pandemi COVID-19, pasangan calon, selain harus mematuhi tatacara dan undang-undang kampanye, juga harus mematuhi undang-undang kesehatan terutama protokol kesehatan untuk memutus rantai penyebaran 
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/xmmUhJr7HU"
AndiniPutri85,"#BawasluMulaiGalak
Bawaslu: Paslon hingga Parpol Ikuti Aturan dan Patuhi Protokol Kesehatan

@bawaslu_RI Pilkada 2020 untuk menaati protokol kesehatan utk mencegah potensi terjadinya klaster baru Covid-19 saat pelaksanaan kampanye
@KPU_ID @jokowi @KSPgoid https://t.co/XG7BUNVsri"
AndiniPutri85,"#ApresiasiPaslonKampanyeLawanCovid
AMMI: Paslon yang Terapkan Protokol Kesehatan Harus Ditiru

Tema utama kampanye adalah tentang menghadapi pandemi.
@bawaslu_RI @KPU_ID @jokowi @kemendagri
https://t.co/ILAAOIF8AU"
AndiniPutri85,"#BawasluMulaiGalak
Bawaslu: Penindakan protokol kesehatan demi pilkada luber jurdil sehat

Bawaslu melakukan pengawasan elektoral dan non-elektoral seperti protokol kesehatan pencegahan penyebaran COVID-19
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/cdn5rU6rdw"
AndiniPutri85,"#BawasluMulaiTegas
Langgar Protokol Kesehatan Covid-19, Ini Sanksi yang Tepat untuk Paslon Pilkada 2020

Peringatan tertulis, membubarkan kerumunan massa,hingga ancaman dipolisikan bagi paslon&amp; timnya melanggar prokol kesehatan Covid-1
@bawaslu_RI @KPU_ID 
https://t.co/f8LzsYvRAU"
AndiniPutri85,"#BawasluMulaiGalak
Setiap anggota panwaslu di masing-masing kecamatan akan terus mengingatkan pasangan calon yang melakukan kampanye di wilayahnya untuk menerapkan protokol kesehatan ketat. 
@bawaslu_RI @KPU_ID @kemendagri @jokowi @KSPgoid https://t.co/FtLvgidiL4"
AndiniPutri85,"#ApresiasiPaslonKampanyeLawanCovid
Doni pun menilai, persoalannya bukan Pilkada 2020 digelar di tengah pandemi. Menurut dia, permasalahannya bagaimana masyarakat disiplin dalam menerapkan protokol kesehatan.
@bawaslu_RI @KPU_ID @jokowi @kemendagri https://t.co/fd70RXmn7j"
AndiniPutri85,"#ApresiasiPaslonKampanyeLawanCovid
Kami dari warga milenial mengapresiasi paslon yg menjalankan pola kampanye  dengan mengusung tema melawan covid-19,di antaranya dengan menerapkan protokol kesehatan dan penyediaan alat pelindung diri dll
@bawaslu_RI @KPU_ID @jokowi @kemendagri https://t.co/2WejJWq5mk"
AndiniPutri85,"#BawasluMulaiGalak
Bawaslu Sumsel: Kampanye tatap muka picu pelanggaran protokol kesehatan

@bawaslu_RI Sumatera Selatan mengatakan kampanye tatap muka dapat memicu terjadi pelanggaran protokol kesehatan

@KPU_ID @kemendagri @jokowi @KSPgoid 
https://t.co/f3EAbjwcFi"
Najhwa_AM,"Hal itu disampaikan @ganjarpranowo saat turun menemui ribuan buruh yg menggelar aksi demonstrasi di depan kantor Gubernur Jateng, Senin (12/10). Naik ke atas mobil komando,Ganjar meminta buruh tertib dlm menyampaikan aspirasi dan tidak mengabaikan protokol kesehatan. @podjiutami https://t.co/Y4iUrohdBm"
Najhwa_AM,"#BawasluMulaiTegas
Kampanye Pilkada Wajib Taati Protokol Kesehatan

Pilkada 2020 Sukses jika dari masyarakat maupun pihak penyelenggara berkomitmen bersama untuk mentaati dan disiplin Protokol Kesehatan yang sudah ditetapkan oleh Pemerintah. https://t.co/6CCqpV7hV2"
Haluan_Group,Satpol PP Dan Dinas Kesehatan Kota Yogyakarta Sosialisasi Protokol Kesehatan https://t.co/RkzGnftZqh
NewsDimensi,"Langgar Protokol Kesehatan, Wanita Cantik di Bungo Ini Pasrah Kena Sanksi https://t.co/uXqdHhTDLU"
sakuinformasi,"Pemerintah jg telah mendukung dengan memberikan panduan mengenai pelaksanaan protokol kesehatan untuk sektor ekonomi kreatif seperti musik agar tetap dapat berproses di tengah suasana pandemi.

#KontenIKPM
#infoekonmaritim
#IKMaritim
#sakuinformasi"
RMOLOfficial,"16 Taman Kota Kembali Dibuka, Pengunjung Wajib Taati Protokol Kesehatan https://t.co/axQDdeGivA"
RMOLOfficial,@aniesbaswedan  Diminta Perketat Pengawasan Protokol Kesehatan Di Masa Transisi https://t.co/R53XbJbszq
RMOLOfficial,"Angka Kematian Covid-19 Masih Tinggi, @jokowi : Penting Menekan Kasus Positif Dengan Displin Protokol Kesehatan https://t.co/62CHeABgZl"
RMOLOfficial,"Ancol Kembali Dibuka, Pengunjung Wajib Reservasi Online Dan Taat Protokol Kesehatan https://t.co/QwHIXWKbSQ #ancoldibuka"
RMOLOfficial,MTQ Nasional Akan Dilaksanakan Dengan Protokol Kesehatan Ketat Dan Tanpa Festival Pawai https://t.co/Hk4GV1f86s
RMOLOfficial,Doni Monardo Dan @airlangga_hrt  Kupas Kemungkinan Penerapan Protokol Covid-19 Pasca Vaksinasi https://t.co/mwML20lRCd
RMOLOfficial,Tim Satgas Covid-19 Mebidang Kembali Tutup Tempat Hiburan Pelanggar Protokol Kesehatan https://t.co/C6fsR9Q81G
RMOLOfficial,ANAK NKRI Diminta Patuhi Protokol Kesehatan Dan Rambu-rambu Aksi https://t.co/6UtzSYuFuf
infojakarta,"Mulai besok sudah bisa kembali dine in di resto/rumah makan, cafe, coffeeshop. Tetap jaga protokol kesehatan.  

https://t.co/IGr5v8ydGh"
Jakfoni1,Beberapa tempat sudah mulai dibuka dengan diterapkan protokol kesehatan https://t.co/rWUFANMgDQ
kembangan_humas,Tetap taati protokol kesehatan https://t.co/D0OjlXlsK9
kembangan_humas,Tetap taati protokol kesehatan https://t.co/zQIxcX750p
kembangan_humas,Tetap taati protokol kesehatan https://t.co/wCpq7oQENX
kembangan_humas,Tetap taati protokol kesehatan https://t.co/IG3wJyoNyO
kembangan_humas,Tetap taati protokol kesehatan https://t.co/Wot3dbrdT1
kembangan_humas,Tetap taati protokol kesehatan https://t.co/HS4s92Yfop
AndrewSihombing,Masih di Poin 3. Beneran pengen liat skema PT LIB soal kompetisi yang akan meningkatkan kepatuhan masyarakat terhadap protokol kesehatan dalam penanggulangan penyebaran Covid-19. Maksudnya gimana kah?
ForumAnakID,"Setelah mengetahui dan menerapkan Protokol Kesehatan Keluarga secara umum, kita juga perlu tahu tindakan yang harus dilakukan ketika ada anggota keluarga yang terpapar Covid-19 agar lebih cepat mendapatkan penanganan.

Yuk, simak dalam infografis berikut! https://t.co/vZjml5OsVe"
anttieee_,"@patardaniel @kompascom Ga diwajibkan kok pak klo ngeboosternya ya. 
Sama kayak vaksin influenza yg bertahan 1 tahun seharga 275rb. 
Klo sanggup melakukan protokol kesehatan tiap waktu dan kerjaan tidak di resiko tinggi ya gpp."
Waskita_realty,"Kondisi pandemi tidak menyurutkan langkah WKR untuk tetap maju dan berkarya. Semua pengembangan dan pembangunan proyek tetap berjalan dengan mematuhi standar protokol kesehatan, bahkan sebagian sudah mencapai titik rampung dan pembukaan. https://t.co/UzjvRG34kZ"
kattaID,"Contoh Bagi Warga, Personil Polres Subang Patuhi Protokol Kesehatan https://t.co/6Qa4mmxUd3 https://t.co/6TF7XRZioq"
chitradyaries,"Selamat siang, Sunlov! Sudah makan siang? Atau sedang mengantre di kedai? Yang mana saja boleh, asal jangan lupa menerapkan protokol kesehatan, ya. 

Berikut Minsya bawakan quote yang menggugah semangat kita di siang ini. :D https://t.co/ilOHV6VPfp"
iaeiindonesia,"Assalaamu'alaikum
Selamat pagi di hari Rabu! Selamat menjalankan aktivitas hari ini. Jangan lupa untuk selalu menjaga kesehatan dan menjalankan protokol kesehatan teman-teman   #EkonomiIslam"
endryjaya,"Teruntuk kalian yg masih menganggap bahwa pandemi ini hanya konspirasi...

Semoga Tuhan melindungi kalian dari virus covid ini <U+0001F64F><U+0001F64F>

Buat kalian yg sudah mematuhi protokol kesehatan, tetap patuhi dan selalu waspada<U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F> https://t.co/aqCjNBQWvH"
ForHumBUMN,"PT @PTPP_ID berhasil menyelesaikan pembangunan proyek Dermaga IV Pelabuhan Penyebrangan Merak – Bakauheni  yg diresmikan oleh Budi Setiyadi selaku Dirjen Perhubungan Darat @kemenhub151 pada hari Senin (12/10) dengan menerapkan protokol kesehatan Covid-19.

#BUMNuntukIndonesia https://t.co/AwtWwr5j2W"
khldrmdhn,"Otaknya pada dimana ya bapak2 ini. Jelas2 sepakbola liga 1 tanpa penonton, seluruh pemain official dll selalu patuhin protokol kesehatan, setiap 2 minggu sekali test swab. Lah coba pilkada, yang ada pilkada yg jadi rawan penyebaran COVID19 MALAH DIPERBOLEHKAN. BGST https://t.co/7uVp7arOZR"
mahdibrown007,"Itu yg demo demo, kata korlapnya harus  sesuai protokol kesehatan.

Itu protokol atau prokon... Ah sudahlah
#kwitang 
#thamrincity 
#AwasJadiKorbanHoaxOmnibus https://t.co/x5y3TliJV1"
ParahyanganPost,@abadikinicom Lho katanya harus sesuai dg protokol kesehatan ..kampanye dimasa pandemi taati protokol kesehatan @Bawaslu @KPU_RI
AIndrayatin,@ganjarpranowo @AriefRohman_838 @info_Blora @SatpolPPBlora @DinkominfoBlora Yach saking gabutnya Ampe langgar protokol kesehatan kata anak zaman now<U+0001F614>
AdilaLega,@netflix Teddy patuh bgt sama protokol kesehatan :')
MNCkoranSINDO,3) Langkah ini urgen dilakukan mengingat masih banyak anggota masyarakat yang tidak patuh terhadap protokol kesehatan karena merasa tidak akan tertular Covid-19. #BangkitDariPandemi #KoranSindo #8ukasindonews #Headline https://t.co/kSG3W7zKV4
MNCkoranSINDO,2) Kalangan mahasiswa diharapkan menjadi ujung tombak untuk membangun kesadaran masyarakat mengubah perilaku sehari-hari yang mengarah pada kedisiplinan mematuhi protokol kesehatan. #BangkitDariPandemi #KoranSindo #8ukasindonews #Headline https://t.co/OHhlvci8W2
starvcorvus,@AndrePangestu18 taat protokol kesehatan wkwkwkw
gisantia,"Lembaga Riset Visi Teliti Saksama sedang melakukan survei protokol kesehatan yang diterapkan di rumah. Tidak sampai 5 menit waktu yang dibutuhkan untuk mengisi survei ini. Akan ada saldo OVO/GoPay bagi sejumlah pemenang yang beruntung.

https://t.co/ZlN7uIv51c"
damkarjogja113,"Sesuai dengan Surat Edaran Kadis Kebudayaan Provinsi DKI Jakarta Nomor 672/SE/2020, maka Museum Pemadam Kebakaran di TMII dibuka kembali mulai besok Rabu, 14 Oktober 2020. Tetap dengan protokol kesehatan dan 3M serta mematuhi ketentuan berlaku (13/10/2020).
#InfoMuseumDamkarDKI https://t.co/lXT4nxrw6o"
TopCareerID,"Polri: Denda Protokol Kesehatan Capai Rp 3,27 Miliar https://t.co/0z29c5baCY"
ichwankalimasad,"@ziyyah_Assy @TheArieAir @tjhinfar21 @wiwikherma @LILApama2011 @jitoe02 @Lima8Satu @Queen_Nda90 @Bhe025 @Jitelu03 @Hadi_B358 #MutualMilenial 
TETAP Di Hati 
#programfolback

Follow <U+0001F447>
@ziyyah_Assy 
@jitoe02  

Taatilah Protokol Kesehatan"
mfadelj,"orang seperti CR7 aja bisa kena covid yang notabene kebugarannnya terjaga dan mematuhi protokol kesehatan, virusnya emang ga pilih2"
Michael09660123,"Dengan protokol kesehatan yang ketat, saya menerima surat kepercayaan 7 duta besar dari negara-negara sahabat di Jakarta, hari ini.  

Para duta besar tersebut dari Guatemala, Republik Arab Mesir, Kuba, Qatar, Republik Islam Mauritania, Federasi Brazil, dan Persatuan Emirat Arab. https://t.co/1tRuaGLHuM"
JosephSiahaan2,"Pilkada serentak pada 9 Desember 2020 mendatang harus memenuhi dua hal. 

Pertama, harus berjalan secara demokratis, langsung, umum, bebas, rahasia, jujur, dan adil. Kedua, protokol kesehatan ketat harus diterapkan agar aman dari Covid-19. https://t.co/7DkmxJwocv"
BroIsan_,"[WEBINAR KATADATA]

MARK THE DATE: Kolaborasi Katadata dan Satgas Covid-19 di webinar Katadata Forum Virtual Series bertajuk ""Protokol Kesehatan di Tempat Makan"", pada
Jumat, 16 Oktober 2020 | 10:00 - 11:30 WIB

Regist link: https://t.co/J7OMhz2Sp4

SEE YOU THERE!!!<U+0001F64B><U+0001F64B> https://t.co/IRhHLePo8I"
keziapakeZ,@sagikidd iye anjir. doi borobudur bole oflen. dan ttp ngikutin protokol kesehatan. kapan ya giliran kamps kita?
Meitja04,"Mengawali Rakor Persiapan Integrasi SKD-SKB #cpns2019 scr virtual, Selasa (13/10/2020), Bima menyampaikan terima kasih kpd Tim Kerja di BKN &amp; khususnya Panitia dr Instansi Pemerintah yg tetap menjaga keselamatan peserta &amp; penyelenggara dg menerapkan protokol kesehatan yg ketat"
widhy_pranata,@gabyJKT48 Tetap sllu jaga kesehatan dan protokol kesehatannya jngn smpe lalai yab
GATRA_com,96.039 Warga Jateng Langgar Protokol Kesehatan Covid-19 https://t.co/Dz8SDakh1C
GATRA_com,"Paslon Harus Patuh Protokol Kesehatan, ASN Ngeyel Kena Jewer https://t.co/EtcJeIMiIG"
GATRA_com,"Balada Covid, Polisi dan Protokol Kesehatan https://t.co/yXXPuJwipU"
eldiawunderkid,"Di Kualifikasi Babak Ketiga FA Cup udh tiga tim yg terkonfirmasi mundur krn anggota squadnya kena Covid

Alamat kencangkan protokol kesehatan di pertandingan olahraga"
love_gbk,"Hai #GBKPeople, seperti yang dikatakan Peter Marshall, “marilah kita gunakan kebebasan bukan untuk melakukan sesuatu sesuka kita, namun sebagai kesempatan untuk melakukan hal yang benar”.

Mari tetap laksanakan prilaku hidup sehat dan protokol kesehatan dimanapun kita berada<U+0001F609> https://t.co/XIys3ILqo8"
wibiVam,"Sebaiknya kita tetap waspada terhadap bahaya Covid-19.

Marilah kita jaga selalu protokol kesehatan.

#DamaiIndonesiaPulih https://t.co/MsNB2XfEq0"
sahabatICW,"Bagaimapun, kita tetap harus #StaySafe yaa dan ikuti protokol kesehatan untuk memutus rantai penyebaran COVID-19.
Yuk order via website  https://t.co/N1dMcVrBzE. Penjualan kali ini akan dikhususkan u/ program ICW, SAKTI (Sekolah Antikorupsi)
#SahabatICWMerch 
#promoharbolnas1010"
